Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22,0.4017386864369341,0.44836885075386845,0.356304099995754,0.3766297996044159,271468800.0,0.0,0.0
1999-01-25,0.40652105622115187,0.42086886947389684,0.3766298789543004,0.4160865843296051,51048000.0,0.0,0.0
1999-01-26,0.42086878068880634,0.42923872890391945,0.3778253500108716,0.3838041424751282,34320000.0,0.0,0.0
1999-01-27,0.38499966092105853,0.39456518553504194,0.36347748367761185,0.3826085329055786,24436800.0,0.0,0.0
1999-01-28,0.382608650405682,0.3849997791554837,0.3790209857780253,0.381413072347641,22752000.0,0.0,0.0
1999-01-29,0.381413033096976,0.38260861103198185,0.36347755789756775,0.36347755789756775,24403200.0,0.0,0.0
1999-02-01,0.3634775013842304,0.37304302646419346,0.3634775013842304,0.37065187096595764,15470400.0,0.0,0.0
1999-02-02,0.363477600961598,0.37304312866210776,0.3311952688162122,0.34195634722709656,26409600.0,0.0,0.0
1999-02-03,0.33717398338492816,0.35391294826201664,0.33478189733783975,0.34912970662117004,7512000.0,0.0,0.0
1999-02-04,0.3539129325860086,0.3778253084526622,0.349129691157028,0.3682607412338257,18192000.0,0.0,0.0
1999-02-05,0.37423861575651995,0.382608563345532,0.3646730903815129,0.37902089953422546,13684800.0,0.0,0.0
1999-02-08,0.3814130300560507,0.38260860798152446,0.3658696413040161,0.3658696413040161,15408000.0,0.0,0.0
1999-02-09,0.37304307019119315,0.37543422596971315,0.3467386051857752,0.3515218198299408,8697600.0,0.0,0.0
1999-02-10,0.35152188346762514,0.3610864809469532,0.3419563555347264,0.3479342460632324,14822400.0,0.0,0.0
1999-02-11,0.34912981176745855,0.39217325258070246,0.34912981176745855,0.37782543897628784,13224000.0,0.0,0.0
1999-02-12,0.38260851889569397,0.40173860960365904,0.38260851889569397,0.3993474543094635,10972800.0,0.0,0.0
1999-02-16,0.40652095743069033,0.42326085332427354,0.36108639982470386,0.4017386734485626,21100800.0,0.0,0.0
1999-02-17,0.39217303393788094,0.3969562743525472,0.3730429457372933,0.3802173137664795,6772800.0,0.0,0.0
1999-02-18,0.39217313381538516,0.3969563754482334,0.37543419633256125,0.38619527220726013,7070400.0,0.0,0.0
1999-02-19,0.38260851889569397,0.40652089282577913,0.3778252778540892,0.3993474543094635,7536000.0,0.0,0.0
1999-02-22,0.40652095743069033,0.411304199232455,0.3802174240262133,0.4017386734485626,20524800.0,0.0,0.0
1999-02-23,0.4113042449638424,0.4292387628689617,0.38739090675509485,0.42086881399154663,13809600.0,0.0,0.0
1999-02-24,0.48304316981439366,0.5021732889137246,0.44358647818384994,0.4543475806713104,61276800.0,0.0,0.0
1999-02-25,0.4734777223188923,0.48782553208613144,0.4328254486915795,0.4399998188018799,14913600.0,0.0,0.0
1999-02-26,0.44478218446274953,0.4591299968647737,0.41608655965870117,0.41967329382896423,17260800.0,0.0,0.0
1999-03-01,0.43043419070517136,0.4399997142162005,0.40173857799149326,0.42206424474716187,9216000.0,0.0,0.0
1999-03-02,0.4208688128265829,0.4232608992134919,0.41130424382535336,0.4184776842594147,5524800.0,0.0,0.0
1999-03-03,0.42086875872301294,0.42086875872301294,0.38739085588288324,0.38978201150894165,6139200.0,0.0,0.0
1999-03-04,0.4089131191245307,0.4113042752406128,0.37782540771998424,0.381413072347641,5736000.0,0.0,0.0
1999-03-05,0.3849996813767323,0.4041298011678664,0.3849996813767323,0.4029342234134674,7876800.0,0.0,0.0
1999-03-08,0.3921732072876541,0.42086883118235513,0.3849997665407303,0.40891310572624207,7588800.0,0.0,0.0
1999-03-09,0.40771643839032284,0.428043035599132,0.40771643839032284,0.42206424474716187,14318400.0,0.0,0.0
1999-03-10,0.4280431166472253,0.4280431166472253,0.4089130238223768,0.4148908853530884,23534400.0,0.0,0.0
1999-03-11,0.40771656045025134,0.41489093100306446,0.3969564139842987,0.3969564139842987,5428800.0,0.0,0.0
1999-03-12,0.39934750973396865,0.39934750973396865,0.3826085719970412,0.38978201150894165,9076800.0,0.0,0.0
1999-03-15,0.3993475229655705,0.41130420457909206,0.3969563946265615,0.4065209627151489,10881600.0,0.0,0.0
1999-03-16,0.4089131008471955,0.4136953854993239,0.38978207396541914,0.39336878061294556,7915200.0,0.0,0.0
1999-03-17,0.3969563822300549,0.4041298217556148,0.386195278805233,0.39576080441474915,5136000.0,0.0,0.0
1999-03-18,0.3969563284826834,0.4065208949775502,0.38739080416832694,0.4005430340766907,4632000.0,0.0,0.0
1999-03-19,0.3993475177743611,0.4136953275403812,0.3993475177743611,0.4017386734485626,10531200.0,0.0,0.0
1999-03-22,0.4101086131382996,0.4113041909513288,0.38978201150894165,0.38978201150894165,3667200.0,0.0,0.0
1999-03-23,0.39217317665275986,0.39217317665275986,0.3586952706640205,0.3658696413040161,16396800.0,0.0,0.0
1999-03-24,0.36347755789756775,0.36586964422101725,0.34912974695661486,0.36347755789756775,6086400.0,0.0,0.0
1999-03-25,0.36228194942719544,0.3826085498816427,0.36108637168327257,0.3682607412338257,4032000.0,0.0,0.0
1999-03-26,0.37304299660653706,0.4017386117301168,0.37304299660653706,0.4005430340766907,8827200.0,0.0,0.0
1999-03-29,0.4124996364116669,0.42206422911531505,0.40532529563865954,0.41249963641166687,6595200.0,0.0,0.0
1999-03-30,0.4136954382141297,0.41728217268497203,0.3754343100286756,0.37782543897628784,6950400.0,0.0,0.0
1999-03-31,0.3897820230799464,0.4089130474641956,0.37184747963131304,0.40412983298301697,15360000.0,0.0,0.0
1999-04-01,0.40412982250332313,0.4065209507720839,0.3849997017022416,0.3921731412410736,3043200.0,0.0,0.0
1999-04-05,0.38739075134257384,0.3969562743525472,0.3778252283326004,0.3802173137664795,9864000.0,0.0,0.0
1999-04-06,0.38380410192700104,0.3849996796761189,0.3634775013842304,0.37065187096595764,6969600.0,0.0,0.0
1999-04-07,0.3730430539165224,0.4041298291227642,0.3706518982423209,0.4017386734485626,8928000.0,0.0,0.0
1999-04-08,0.4041298905635497,0.42086883118235513,0.3993475784880809,0.40891310572624207,13012800.0,0.0,0.0
1999-04-09,0.411304199232455,0.411304199232455,0.3993475177743611,0.4017386734485626,4862400.0,0.0,0.0
1999-04-12,0.3969564041425056,0.3969564041425056,0.37782535186741734,0.38499972224235535,3331200.0,0.0,0.0
1999-04-13,0.3921732432014885,0.3921732432014885,0.36347761667894374,0.36945641040802,3614400.0,0.0,0.0
1999-04-14,0.36826076447063083,0.3766297818398925,0.35869523882865906,0.35869523882865906,4828800.0,0.0,0.0
1999-04-15,0.3682607412338257,0.3682607412338257,0.3586952161954268,0.3682607412338257,3585600.0,0.0,0.0
1999-04-16,0.36586950816119895,0.3861951738521802,0.36586950816119895,0.3802173137664795,3892800.0,0.0,0.0
1999-04-19,0.384999739535716,0.384999739535716,0.3586952735238219,0.36347755789756775,3129600.0,0.0,0.0
1999-04-20,0.36347739715635163,0.3778252017522509,0.35271725523232966,0.35630396008491516,6768000.0,0.0,0.0
1999-04-21,0.35630408893710563,0.3634775286027122,0.353912960626087,0.3622819781303406,3748800.0,0.0,0.0
1999-04-22,0.36347748308617384,0.36347748308617384,0.3431518140199241,0.3467385470867157,22718400.0,0.0,0.0
1999-04-23,0.34554304454213314,0.3467386224910629,0.32760849958729366,0.3299996554851532,12604800.0,0.0,0.0
1999-04-26,0.3299996407343085,0.3347819249499836,0.30608630401656545,0.31326067447662354,12350400.0,0.0,0.0
1999-04-27,0.320434059122567,0.3491296750983049,0.31565177573311676,0.3467385470867157,22694400.0,0.0,0.0
1999-04-28,0.3491297313164168,0.3491297313164168,0.33358637050304196,0.34434744715690613,12009600.0,0.0,0.0
1999-04-29,0.3455430250383529,0.34673860291979963,0.33717400723450197,0.34434744715690613,4814400.0,0.0,0.0
1999-04-30,0.3479341561905654,0.3634775159045004,0.34554300059680726,0.34912970662117004,9931200.0,0.0,0.0
1999-05-03,0.3527173977192008,0.3527173977192008,0.34195629362873525,0.3515218198299408,3384000.0,0.0,0.0
1999-05-04,0.3515218412198547,0.3515218412198547,0.32521737461382416,0.33239081501960754,9604800.0,0.0,0.0
1999-05-05,0.3347819453655926,0.3395651876926422,0.3156518495166205,0.3395651876926422,14457600.0,0.0,0.0
1999-05-06,0.3371739856034087,0.34434742506560734,0.3228261762256751,0.33298856019973755,3561600.0,0.0,0.0
1999-05-07,0.3228262198222535,0.3371740311376101,0.3228262198222535,0.3347819447517395,2500800.0,0.0,0.0
1999-05-10,0.3323908161856093,0.3419563156361488,0.3323908161856093,0.3347819447517395,1968000.0,0.0,0.0
1999-05-11,0.3491297649560722,0.36347757663672947,0.3419563243424864,0.35271742939949036,17174400.0,0.0,0.0
1999-05-12,0.3563041176538102,0.3646731358325736,0.35152183328006437,0.36347755789756775,16848000.0,0.0,0.0
1999-05-13,0.36347755789756775,0.3730430844647748,0.3622820073288395,0.36347755789756775,6993600.0,0.0,0.0
1999-05-14,0.36347754161462115,0.36347754161462115,0.3395651629973955,0.34434744715690613,2846400.0,0.0,0.0
1999-05-17,0.3395650929757515,0.3610863387584687,0.33836951534084453,0.36108633875846863,3576000.0,0.0,0.0
1999-05-18,0.36467320352882066,0.38260868205768817,0.3539130548488589,0.37782543897628784,15153600.0,0.0,0.0
1999-05-19,0.39456516706412237,0.4089129744036685,0.3551084505839339,0.36108633875846863,45172800.0,0.0,0.0
1999-05-20,0.3634775661074009,0.3634775661074009,0.31923858171659225,0.33239081501960754,17817600.0,0.0,0.0
1999-05-21,0.3276084646931429,0.3276084646931429,0.3156518107564764,0.3252173364162445,30350400.0,0.0,0.0
1999-05-24,0.3276084928581798,0.3347819330381373,0.3192385716666976,0.3240217864513397,16262400.0,0.0,0.0
1999-05-25,0.32521736562079945,0.32999964997032083,0.3228262097629,0.3264129161834717,13008000.0,0.0,0.0
1999-05-26,0.3252173364162445,0.34195627427298275,0.3252173364162445,0.3252173364162445,10473600.0,0.0,0.0
1999-05-27,0.3276085212318336,0.3276085212318336,0.32282623648643494,0.32282623648643494,8232000.0,0.0,0.0
1999-05-28,0.32760849411242143,0.32760849411242143,0.3228262097629,0.3264129161834717,8865600.0,0.0,0.0
