Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13,0.05565352056591717,0.06383793565330549,0.05565352056591717,0.061109378933906555,1031788800,0.0,0.0
1986-03-14,0.061109356160325444,0.06438349749635136,0.061109356160325444,0.06329169869422913,308160000,0.0,0.0
1986-03-17,0.06329170781543683,0.0649290924870047,0.06329170781543683,0.06438350677490234,133171200,0.0,0.0
1986-03-18,0.06438349951581482,0.06492908516640367,0.06220052937826934,0.06274611502885818,67766400,0.0,0.0
1986-03-19,0.06274613044322475,0.06329171622784353,0.06110937308936842,0.0616549588739872,47894400,0.0,0.0
1986-03-20,0.06165496540511283,0.06165496540511283,0.05947262203546156,0.060018207877874374,58435200,0.0,0.0
1986-03-21,0.06001821842183483,0.06110939029835681,0.05729028873052987,0.05838146060705185,59990400,0.0,0.0
1986-03-24,0.058381436960453635,0.058381436960453635,0.05619909409133764,0.05674467980861664,65289600,0.0,0.0
1986-03-25,0.05674466847221322,0.057835839688777924,0.05619908286393086,0.057835839688777924,32083200,0.0,0.0
1986-03-26,0.05783585213428673,0.060018195037027405,0.057290266408601555,0.05947260931134224,22752000,0.0,0.0
1986-03-27,0.059472619897643214,0.060563791543245316,0.059472619897643214,0.060563791543245316,16848000,0.0,0.0
1986-03-31,0.060563793720287196,0.060563793720287196,0.05892703619304874,0.060018207877874374,12873600,0.0,0.0
1986-04-01,0.060018195037027405,0.060018195037027405,0.05947260931134223,0.05947260931134224,11088000,0.0,0.0
1986-04-02,0.05947262203546156,0.06110937956270002,0.05947262203546156,0.060018207877874374,27014400,0.0,0.0
1986-04-03,0.060563791543245316,0.06220054901164846,0.060563791543245316,0.060563791543245316,23040000,0.0,0.0
1986-04-04,0.060563791543245316,0.06110937736604636,0.060563791543245316,0.060563791543245316,26582400,0.0,0.0
1986-04-07,0.06056378076271258,0.061109366488397744,0.058381437859971894,0.05947260931134224,16560000,0.0,0.0
1986-04-08,0.05947262203546156,0.06110937956270002,0.05947262203546156,0.060018207877874374,10252800,0.0,0.0
1986-04-09,0.060018207260308674,0.06165496477070549,0.060018207260308674,0.061109378933906555,12153600,0.0,0.0
1986-04-10,0.06110937308936842,0.06220054465860597,0.06001820152013087,0.0616549588739872,13881600,0.0,0.0
1986-04-11,0.06220052937826934,0.06383791386522597,0.06220052937826934,0.06274611502885818,17222400,0.0,0.0
1986-04-14,0.06274611306075321,0.06383791186287543,0.06274611306075321,0.06329169869422913,12153600,0.0,0.0
1986-04-15,0.06329169869422913,0.06329169869422913,0.061109356160325444,0.06329169869422913,9302400,0.0,0.0
1986-04-16,0.06329171106062603,0.06602026729630127,0.06274612532054957,0.06547468155622482,31910400,0.0,0.0
1986-04-17,0.0654746794986645,0.06602026522159576,0.0654746794986645,0.06602026522159576,22003200,0.0,0.0
1986-04-18,0.06602025061734214,0.06602025061734214,0.06329169507099276,0.06383790820837021,21628800,0.0,0.0
1986-04-21,0.06383790820837021,0.06438349381061319,0.0622005238665068,0.06383790820837021,22924800,0.0,0.0
1986-04-22,0.06383791386522597,0.06383791386522597,0.06274611502885818,0.06274611502885818,15552000,0.0,0.0
1986-04-23,0.06274612008112387,0.06329170577564283,0.062200534386604917,0.06301891058683395,15609600,0.0,0.0
1986-04-24,0.06301893652070137,0.07038497630480679,0.06274614590273114,0.0692938044667244,62352000,0.0,0.0
1986-04-25,0.06983939288474009,0.07665984699385196,0.06983939288474009,0.07365912199020386,85795200,0.0,0.0
1986-04-28,0.07365909015052262,0.0747502615559822,0.07311287691254278,0.07420467585325241,28886400,0.0,0.0
1986-04-29,0.07420470901651403,0.07420470901651403,0.07147615174817949,0.0720217376947403,30326400,0.0,0.0
1986-04-30,0.07202170657825725,0.07256729228910151,0.06874819231319172,0.07038494944572449,30902400,0.0,0.0
1986-05-01,0.07038497630480679,0.07038497630480679,0.06820263262864198,0.0692938044667244,54345600,0.0,0.0
1986-05-02,0.0692938044667244,0.07038497630480679,0.06874821854768319,0.0692938044667244,20246400,0.0,0.0
1986-05-05,0.06929379171886296,0.06929379171886296,0.06874820590019226,0.06874820590019226,3254400,0.0,0.0
1986-05-06,0.0692938044667244,0.07038497630480679,0.0692938044667244,0.0692938044667244,9734400,0.0,0.0
1986-05-07,0.0692938044667244,0.06983939038576559,0.06820263262864198,0.0692938044667244,5155200,0.0,0.0
1986-05-08,0.06929377266115344,0.06983935832977295,0.06874818699253393,0.06983935832977295,3542400,0.0,0.0
1986-05-09,0.06983939038576559,0.06983939038576559,0.0692938044667244,0.0692938044667244,6076800,0.0,0.0
1986-05-12,0.06929377266115344,0.07147611533563147,0.06929377266115344,0.06983935832977295,10483200,0.0,0.0
1986-05-13,0.06983936373488023,0.07093053515656875,0.06983936373488023,0.07038494944572449,3830400,0.0,0.0
1986-05-14,0.07038494399839246,0.07038494399839246,0.06983935832977295,0.06983935832977295,9302400,0.0,0.0
1986-05-15,0.06983935832977295,0.07093052966701197,0.06983935832977295,0.06983935832977295,3801600,0.0,0.0
1986-05-16,0.06983936373488023,0.07202170657825725,0.06983936373488023,0.07038494944572449,11952000,0.0,0.0
1986-05-19,0.07038497630480679,0.07038497630480679,0.06874821854768319,0.0692938044667244,11001600,0.0,0.0
1986-05-20,0.06929379171886296,0.06929379171886296,0.06820262008152156,0.06874820590019226,61977600,0.0,0.0
1986-05-21,0.06874820270550511,0.06929378849882277,0.06765703111886978,0.06765703111886978,8092800,0.0,0.0
1986-05-22,0.06765703111886978,0.06820261691218744,0.06765703111886978,0.06765703111886978,4406400,0.0,0.0
1986-05-23,0.06765703111886978,0.06874820270550511,0.06765703111886978,0.06765703111886978,4089600,0.0,0.0
1986-05-27,0.0676570156552949,0.06983935832977295,0.0676570156552949,0.06983935832977295,13881600,0.0,0.0
1986-05-28,0.06983939390849705,0.0720217376947403,0.06983939390849705,0.0720217376947403,15523200,0.0,0.0
1986-05-29,0.07202173663899292,0.07475029386733029,0.07147615070042972,0.07365912199020386,45676800,0.0,0.0
1986-05-30,0.07420469688752614,0.07747821203182478,0.07420469688752614,0.07638704031705856,27072000,0.0,0.0
1986-06-02,0.0763870186641716,0.0763870186641716,0.07420467585325241,0.07420467585325241,19728000,0.0,0.0
1986-06-03,0.07420467585325241,0.07420467585325241,0.07311287691254278,0.07420467585325241,5011200,0.0,0.0
1986-06-04,0.07420470792876707,0.07475029386733029,0.07311290851611935,0.07365912199020386,4723200,0.0,0.0
1986-06-05,0.07365912485200574,0.07475029677152634,0.07311291135669976,0.07475029677152634,13708800,0.0,0.0
1986-06-06,0.07475029677152634,0.07475029677152634,0.07365912485200574,0.07475029677152634,3427200,0.0,0.0
1986-06-09,0.0747502895568873,0.0747502895568873,0.07147614657878876,0.07147614657878876,12672000,0.0,0.0
1986-06-10,0.07147614657878876,0.07147614657878876,0.07038497476458429,0.07147614657878876,3427200,0.0,0.0
1986-06-11,0.07147614657878876,0.07147614657878876,0.07038497476458429,0.07147614657878876,2304000,0.0,0.0
1986-06-12,0.07147613499354577,0.07147613499354577,0.06820262008152156,0.06874820590019226,13708800,0.0,0.0
